Timestamp,PlaybackTime,UnitQuaternion.x,UnitQuaternion.y,UnitQuaternion.z,UnitQuaternion.w,HmdPosition.x,HmdPosition.y,HmdPosition.z
2016-11-17 02:11:50.340,1.247,-0.015,0.948,-0.063,-0.310,-0.160,1.116,-0.259
2016-11-17 02:11:50.345,1.247,-0.015,0.948,-0.063,-0.310,-0.160,1.116,-0.259
2016-11-17 02:11:50.351,1.247,-0.015,0.949,-0.065,-0.309,-0.160,1.116,-0.260
2016-11-17 02:11:50.361,0.000,-0.015,0.949,-0.065,-0.309,-0.160,1.116,-0.260
2016-11-17 02:11:50.373,0.000,-0.015,0.949,-0.065,-0.309,-0.160,1.115,-0.260
2016-11-17 02:11:50.383,0.021,-0.015,0.949,-0.065,-0.309,-0.160,1.115,-0.260
2016-11-17 02:11:50.395,0.021,-0.015,0.949,-0.065,-0.309,-0.160,1.115,-0.260
2016-11-17 02:11:50.406,0.043,-0.015,0.949,-0.066,-0.309,-0.160,1.115,-0.260
2016-11-17 02:11:50.417,0.043,-0.015,0.949,-0.066,-0.309,-0.160,1.115,-0.260
2016-11-17 02:11:50.428,0.064,-0.015,0.949,-0.066,-0.308,-0.160,1.115,-0.260
2016-11-17 02:11:50.439,0.064,-0.015,0.949,-0.066,-0.308,-0.160,1.115,-0.260
2016-11-17 02:11:50.451,0.085,-0.015,0.949,-0.066,-0.308,-0.160,1.115,-0.260
2016-11-17 02:11:50.463,0.085,-0.015,0.949,-0.066,-0.308,-0.160,1.115,-0.260
2016-11-17 02:11:50.474,0.107,-0.015,0.949,-0.066,-0.308,-0.160,1.115,-0.260
2016-11-17 02:11:50.485,0.128,-0.015,0.949,-0.066,-0.308,-0.160,1.115,-0.260
2016-11-17 02:11:50.496,0.128,-0.015,0.949,-0.066,-0.308,-0.160,1.115,-0.260
2016-11-17 02:11:50.508,0.149,-0.015,0.949,-0.066,-0.308,-0.160,1.116,-0.260
2016-11-17 02:11:50.518,0.149,-0.015,0.949,-0.066,-0.308,-0.160,1.116,-0.260
2016-11-17 02:11:50.530,0.171,-0.015,0.949,-0.066,-0.307,-0.160,1.116,-0.260
2016-11-17 02:11:50.541,0.171,-0.015,0.949,-0.066,-0.307,-0.159,1.116,-0.260
2016-11-17 02:11:50.551,0.192,-0.014,0.949,-0.066,-0.307,-0.159,1.116,-0.260
2016-11-17 02:11:50.562,0.192,-0.014,0.949,-0.066,-0.307,-0.159,1.116,-0.260
2016-11-17 02:11:50.573,0.192,-0.014,0.949,-0.066,-0.307,-0.159,1.116,-0.260
2016-11-17 02:11:50.584,0.213,-0.014,0.949,-0.066,-0.307,-0.159,1.116,-0.260
2016-11-17 02:11:50.596,0.235,-0.014,0.949,-0.066,-0.307,-0.159,1.116,-0.260
2016-11-17 02:11:50.607,0.235,-0.014,0.949,-0.066,-0.307,-0.159,1.116,-0.260
2016-11-17 02:11:50.618,0.256,-0.014,0.949,-0.066,-0.307,-0.159,1.115,-0.260
2016-11-17 02:11:50.628,0.256,-0.014,0.949,-0.066,-0.307,-0.159,1.116,-0.260
2016-11-17 02:11:50.642,0.277,-0.014,0.949,-0.066,-0.307,-0.159,1.116,-0.260
2016-11-17 02:11:50.652,0.277,-0.014,0.949,-0.065,-0.307,-0.159,1.116,-0.260
2016-11-17 02:11:50.663,0.299,-0.014,0.949,-0.065,-0.307,-0.159,1.116,-0.260
2016-11-17 02:11:50.674,0.299,-0.014,0.949,-0.065,-0.307,-0.159,1.115,-0.260
2016-11-17 02:11:50.685,0.320,-0.014,0.949,-0.065,-0.307,-0.159,1.116,-0.260
2016-11-17 02:11:50.697,0.341,-0.014,0.949,-0.065,-0.307,-0.159,1.116,-0.259
2016-11-17 02:11:50.707,0.341,-0.014,0.950,-0.065,-0.307,-0.159,1.116,-0.259
2016-11-17 02:11:50.718,0.363,-0.014,0.950,-0.065,-0.306,-0.159,1.116,-0.260
2016-11-17 02:11:50.729,0.363,-0.014,0.950,-0.066,-0.306,-0.159,1.116,-0.259
2016-11-17 02:11:50.741,0.363,-0.014,0.950,-0.065,-0.306,-0.159,1.116,-0.259
2016-11-17 02:11:50.752,0.384,-0.014,0.950,-0.065,-0.306,-0.159,1.116,-0.259
2016-11-17 02:11:50.763,0.384,-0.014,0.950,-0.066,-0.306,-0.159,1.116,-0.259
2016-11-17 02:11:50.774,0.405,-0.014,0.950,-0.065,-0.306,-0.159,1.116,-0.259
2016-11-17 02:11:50.785,0.427,-0.014,0.950,-0.066,-0.306,-0.159,1.116,-0.259
2016-11-17 02:11:50.797,0.427,-0.014,0.950,-0.066,-0.306,-0.159,1.116,-0.259
2016-11-17 02:11:50.808,0.448,-0.014,0.950,-0.066,-0.306,-0.159,1.115,-0.259
2016-11-17 02:11:50.819,0.448,-0.014,0.950,-0.066,-0.306,-0.159,1.116,-0.259
2016-11-17 02:11:50.830,0.469,-0.014,0.950,-0.066,-0.306,-0.159,1.116,-0.259
2016-11-17 02:11:50.841,0.469,-0.014,0.950,-0.066,-0.305,-0.159,1.115,-0.259
2016-11-17 02:11:50.852,0.491,-0.014,0.950,-0.066,-0.305,-0.159,1.115,-0.259
2016-11-17 02:11:50.863,0.491,-0.014,0.950,-0.066,-0.305,-0.159,1.115,-0.259
2016-11-17 02:11:50.874,0.512,-0.014,0.950,-0.066,-0.305,-0.159,1.115,-0.259
2016-11-17 02:11:50.885,0.512,-0.014,0.950,-0.067,-0.305,-0.159,1.115,-0.259
2016-11-17 02:11:50.896,0.533,-0.014,0.950,-0.067,-0.305,-0.159,1.115,-0.259
2016-11-17 02:11:50.907,0.533,-0.014,0.950,-0.067,-0.305,-0.159,1.115,-0.259
2016-11-17 02:11:50.919,0.555,-0.015,0.950,-0.067,-0.305,-0.159,1.115,-0.259
2016-11-17 02:11:50.930,0.555,-0.015,0.950,-0.068,-0.305,-0.159,1.115,-0.259
2016-11-17 02:11:50.941,0.576,-0.015,0.950,-0.068,-0.305,-0.159,1.115,-0.259
2016-11-17 02:11:50.953,0.576,-0.015,0.950,-0.068,-0.305,-0.159,1.115,-0.259
2016-11-17 02:11:50.963,0.597,-0.015,0.950,-0.068,-0.305,-0.159,1.115,-0.259
2016-11-17 02:11:50.974,0.619,-0.015,0.950,-0.068,-0.305,-0.159,1.115,-0.259
2016-11-17 02:11:50.986,0.619,-0.015,0.950,-0.068,-0.305,-0.159,1.115,-0.259
2016-11-17 02:11:50.997,0.640,-0.016,0.950,-0.068,-0.305,-0.159,1.115,-0.259
2016-11-17 02:11:51.009,0.640,-0.016,0.950,-0.068,-0.304,-0.159,1.115,-0.259
2016-11-17 02:11:51.020,0.661,-0.016,0.950,-0.068,-0.304,-0.159,1.115,-0.259
2016-11-17 02:11:51.031,0.661,-0.016,0.950,-0.068,-0.304,-0.159,1.115,-0.259
2016-11-17 02:11:51.042,0.683,-0.016,0.950,-0.068,-0.304,-0.159,1.115,-0.259
2016-11-17 02:11:51.053,0.683,-0.017,0.950,-0.068,-0.304,-0.159,1.115,-0.259
2016-11-17 02:11:51.064,0.683,-0.017,0.950,-0.068,-0.304,-0.159,1.115,-0.259
2016-11-17 02:11:51.075,0.704,-0.017,0.950,-0.068,-0.304,-0.159,1.115,-0.259
2016-11-17 02:11:51.087,0.725,-0.017,0.950,-0.068,-0.303,-0.159,1.115,-0.259
2016-11-17 02:11:51.098,0.725,-0.018,0.950,-0.068,-0.303,-0.160,1.115,-0.259
2016-11-17 02:11:51.109,0.747,-0.018,0.950,-0.068,-0.303,-0.159,1.115,-0.259
2016-11-17 02:11:51.120,0.747,-0.018,0.950,-0.068,-0.303,-0.160,1.115,-0.259
2016-11-17 02:11:51.131,0.768,-0.018,0.950,-0.068,-0.303,-0.160,1.115,-0.259
2016-11-17 02:11:51.143,0.768,-0.018,0.950,-0.068,-0.303,-0.160,1.115,-0.259
2016-11-17 02:11:51.153,0.789,-0.019,0.950,-0.069,-0.303,-0.160,1.115,-0.259
2016-11-17 02:11:51.164,0.811,-0.019,0.950,-0.069,-0.303,-0.160,1.115,-0.259
2016-11-17 02:11:51.176,0.811,-0.019,0.950,-0.069,-0.304,-0.160,1.115,-0.259
2016-11-17 02:11:51.187,0.832,-0.019,0.950,-0.069,-0.304,-0.159,1.115,-0.259
